company,ticker,year,segment,industry,hq_country,ceo_sust_statem,revenue_MEUR,num_employees,environmental_policy_and_assessment,environmental_performance_targets,reduced_environmental_impact,energy_consump_GJ,increased_renewable_energy,disclosure_of_raw_material_use,resource_efficiency_target,water_withdraw_thm3,disclosure_of_water_discharges,ghg_emis_kt,transport_emis_kt,external_audit_of_ESG_report,supplier_guidelines,disclosure_of_suppliers_audited,disclosure_of_supplier_evaluation_procedures,supplier_environmental_assessment,base_year,years_esg_data,energy_consump_bool,water_withdraw_bool,ghg_emis_bool,transport_emis_bool,ghg_emis_per_MEUR_revenue,water_withdraw_per_MEUR_revenue,csrd_2025,csrd_2027
Peab AB,PEAB,2021,Large,Industrial Goods and Services,Sweden,1,5610.645591,14879.0,1,1,1,4302000.0,1,0,1,,0,223.0,1100.0,0,1,1,1,1,2019,4,1,0,1,1,0.03974587173314116,,1,0
Peab AB,PEAB,2022,Large,Industrial Goods and Services,Sweden,0,5826.479422,14480.0,1,1,1,4161600.0,1,0,1,,0,223.0,1100.0,0,1,0,1,1,2019,4,1,0,1,1,0.03827354116415173,,1,0
"Hennes & Mauritz AB, H & M",HM,2022,Large,Consumer Goods and Services,Sweden,0,21031.22655,106522.0,1,1,1,4980547.0,0,1,1,,0,60.701,7.093,0,1,1,0,1,2019,4,1,0,1,1,0.0028862320443217328,,1,0
"Hennes & Mauritz AB, H & M",HM,2019,Large,Consumer Goods and Services,Sweden,1,22162.92135,126376.0,1,1,1,,1,1,1,,0,61.462,,1,1,0,1,1,2019,4,0,0,1,0,0.002773190367342977,,1,0
"Hennes & Mauritz AB, H & M",HM,2020,Large,Consumer Goods and Services,Sweden,1,17809.08398,110325.0,1,1,1,5408859.0,0,1,1,,1,72.58,17.387,0,1,0,1,1,2019,4,1,0,1,1,0.004075448242116718,,1,0
"Hennes & Mauritz AB, H & M",HM,2021,Large,Consumer Goods and Services,Sweden,1,18945.6294,154977.0,0,1,1,4963650.0,1,1,1,,1,50.078,7.742,1,1,0,1,1,2019,4,1,0,1,1,0.002643248157276844,,1,0
Investor AB,INVE,2019,Large,Finance,Sweden,1,4007.989,15560.0,1,1,1,4647.6,0,0,1,,0,0.116,356.97,1,1,1,1,1,2019,4,1,0,1,1,2.894219520063553e-05,,1,0
KABE Group,KABE,2021,Mid,Consumer Goods and Services,Sweden,1,310.9883832,879.0,0,1,1,25347.6,1,0,1,,0,2.2,,1,1,0,0,1,2019,3,1,0,1,0,0.007074219227620334,,0,1
KABE Group,KABE,2019,Mid,Consumer Goods and Services,Sweden,1,224.5286612,607.0,1,0,1,,0,0,1,,0,,,1,1,0,0,1,2019,3,0,0,0,0,,,0,1
KABE Group,KABE,2020,Mid,Consumer Goods and Services,Sweden,1,262.0453247,648.0,1,1,1,43250.4,0,0,1,7.707,0,,,1,1,0,0,1,2019,3,1,1,0,0,,0.029410942587215716,0,1
SKF AB,SKF,2020,Large,Basic Materials,Sweden,0,7127.404304,35848.0,1,1,1,5619600.0,0,1,1,3078.0,1,516.533,469.925,1,1,1,1,1,2019,3,1,1,1,1,0.07247140445086221,0.4318542724274226,1,0
SKF AB,SKF,2019,Large,Basic Materials,Sweden,1,8188.916397,41559.0,1,1,1,6069600.0,1,1,1,2789.0,0,559.673,123.369,1,1,1,1,1,2019,3,1,1,1,1,0.0683451842547856,0.34058230232045683,1,0
SKF AB,SKF,2021,Large,Basic Materials,Sweden,1,7782.517616,42592.0,1,1,1,6379200.0,1,1,1,3020.0,1,582.327,1060.424,1,1,1,1,1,2019,3,1,1,1,1,0.0748250153398689,0.3880492340667771,1,0
"Ericsson, Telefonab. L M",ERIC,2020,Large,Technology,Sweden,1,22238.71643,100796.0,1,1,1,2260800.0,1,0,1,1500000.0,0,114.0,34159.0,1,1,1,1,1,2019,4,1,1,1,1,0.005126195136254093,67.44993600334334,1,0
"Ericsson, Telefonab. L M",ERIC,2019,Large,Technology,Sweden,1,21635.498,94503.0,1,1,1,2394000.0,0,0,1,1500.0,0,174.0,33314.0,1,1,1,0,1,2019,4,1,1,1,1,0.00804233856784808,0.06933050489524208,1,0
"Ericsson, Telefonab. L M",ERIC,2022,Large,Technology,Sweden,0,25494.90455,104902.0,1,1,1,2494800.0,1,0,1,1100.0,0,180.038,27609.345,1,1,1,1,1,2019,4,1,1,1,1,0.00706172481041903,0.043145876378658576,1,0
"Ericsson, Telefonab. L M",ERIC,2021,Large,Technology,Sweden,1,22120.92935,101307.0,1,1,1,2710800.0,0,0,1,1200.0,0,177.0,34637.0,1,1,1,1,1,2019,4,1,1,1,1,0.00800147214429759,0.054247268774898924,1,0
"Lundbergföretagen AB, L E",LUND,2022,Large,Finance,Sweden,0,3052.9913,4090.0,0,0,1,,1,0,0,,0,5.812,16.283,0,1,0,0,1,2019,4,0,0,1,1,0.0019037067023414053,,1,0
"Lundbergföretagen AB, L E",LUND,2019,Large,Finance,Sweden,0,2061.988193,3217.0,1,1,1,,0,0,0,,0,,,1,1,0,0,1,2019,4,0,0,0,0,,,1,0
"Lundbergföretagen AB, L E",LUND,2020,Large,Finance,Sweden,1,1893.639307,3287.0,1,1,1,,1,0,1,,0,,,0,1,0,0,1,2019,4,0,0,0,0,,,1,0
"Lundbergföretagen AB, L E",LUND,2021,Large,Finance,Sweden,0,2501.904399,4073.0,1,1,1,,0,0,0,,0,5.672,22.321,0,1,0,0,1,2019,4,0,0,1,1,0.00226707303535142,,1,0
Nolato AB,NOLA,2019,Large,Industrial Goods and Services,Sweden,1,748.02,5941.0,1,1,1,666000.0,1,0,1,,0,33.93,,1,1,1,0,1,2019,4,1,0,1,0,0.04535974973931178,,1,0
Ratos AB,RATO,2020,Large,Finance,Sweden,1,2292.039612,8464.0,1,1,1,86940.0,0,1,1,320.832,0,0.048,0.041,1,1,1,0,0,2019,4,1,1,1,1,2.094204644138585e-05,0.139976638414223,1,0
Ratos AB,RATO,2021,Large,Finance,Sweden,1,2147.210055,11600.0,1,1,1,,0,0,0,,0,,0.023,1,1,0,0,1,2019,4,0,0,0,1,,,1,0
Ratos AB,RATO,2022,Large,Finance,Sweden,0,2810.554514,15100.0,1,0,1,,1,0,0,,0,,0.047,1,1,0,0,1,2019,4,0,0,0,1,,,1,0
SAAB AB,SAAB,2019,Large,Industrial Goods and Services,Sweden,1,3373.928775,17163.0,1,1,1,,0,0,1,,0,36.36256,33.495512,1,1,0,0,1,2019,4,0,0,1,1,0.010777512634362,,1,0
SAAB AB,SAAB,2020,Large,Industrial Goods and Services,Sweden,0,3373.738336,17810.0,1,0,1,,0,0,1,,0,29.017,15.082,1,1,0,1,1,2019,4,0,0,1,1,0.008600844852242863,,1,0
SAAB AB,SAAB,2021,Large,Industrial Goods and Services,Sweden,1,3728.24224,18129.0,1,1,1,1273495.0,1,0,1,,0,22.074462,11678.538,1,1,0,1,1,2019,4,1,0,1,1,0.005920876536177006,,1,0
SAAB AB,SAAB,2022,Large,Industrial Goods and Services,Sweden,0,3951.804282,18476.0,1,1,1,1240160.0,0,0,1,246000.0,0,28.343,18.681,1,1,0,1,1,2019,4,1,1,1,1,0.0071721669337469485,62.25004642069467,1,0
"SCA, Svenska Cellulosa AB",SCA,2020,Large,Consumer Goods and Services,Sweden,1,1896.210246,3829.0,1,1,1,44421200.0,1,1,1,142000.0,1,301.0,559.0,0,1,0,0,1,2019,4,1,1,1,1,0.15873767196171978,74.88621069290436,1,0
Skanska AB,SKA,2019,Large,Industrial Goods and Services,Sweden,1,16326.86,37888.0,1,1,1,4600584.0,1,0,1,,0,255.596,720.468,1,1,0,0,1,2019,4,1,0,1,1,0.015654939161602415,,1,0
Skanska AB,SKA,2020,Large,Industrial Goods and Services,Sweden,1,13376.78537,31501.0,1,1,1,4131921.6,0,0,1,,0,230.751,1871.537,1,1,1,1,1,2019,4,1,0,1,1,0.01725010857373127,,1,0
Skanska AB,SKA,2021,Large,Industrial Goods and Services,Sweden,1,13698.81927,31524.0,1,1,1,3913200.0,1,0,1,,0,194.035,1706.0,1,1,0,1,0,2019,4,1,0,1,1,0.01416435943679692,,1,0
Skanska AB,SKA,2022,Large,Industrial Goods and Services,Sweden,0,15350.94301,27666.0,1,1,1,3686400.0,1,0,1,,0,200.0,1688.0,1,1,0,1,1,2019,4,1,0,1,1,0.013028515568699254,,1,0
Trelleborg AB,TREL,2019,Large,Industrial Goods and Services,Sweden,1,3483.907827,23935.0,1,1,1,5090400.0,0,0,1,2310.0,0,450.0,,1,1,1,1,1,2019,3,1,1,1,0,0.12916530010137953,0.6630485405204148,1,0
Trelleborg AB,TREL,2020,Large,Industrial Goods and Services,Sweden,1,3126.642544,22190.0,1,1,1,4708800.0,1,0,1,2190.0,0,429.4,,1,1,1,1,1,2019,3,1,1,1,0,0.13733581436228293,0.7004318431611541,1,0
Trelleborg AB,TREL,2021,Large,Industrial Goods and Services,Sweden,1,3224.528661,21833.0,1,1,1,5018400.0,1,0,1,2290.0,0,,,1,1,1,1,1,2019,3,1,1,0,0,,0.7101813135349272,1,0
VBG GROUP AB,VBG,2019,Mid,Consumer Goods and Services,Sweden,1,354.7364312,1596.0,1,1,1,,0,0,0,,0,,,0,1,0,0,0,2019,3,0,0,0,0,,,1,0
VBG GROUP AB,VBG,2020,Mid,Consumer Goods and Services,Sweden,0,299.6762521,1474.0,1,1,1,0.04896,0,0,1,,0,,,0,1,0,0,1,2019,3,1,0,0,0,,,1,0
VBG GROUP AB,VBG,2021,Mid,Consumer Goods and Services,Sweden,1,343.8583127,1595.0,1,1,1,,0,0,1,,0,,,1,0,0,0,0,2019,3,0,0,0,0,,,1,0
Volvo AB,VOLV,2020,Large,Industrial Goods and Services,Sweden,1,32226.81394,87460.0,1,1,1,6530400.0,1,0,1,5218.0,0,,,1,1,1,1,1,2019,3,1,1,0,0,,0.16191485791040006,1,0
Volvo AB,VOLV,2019,Large,Industrial Goods and Services,Sweden,1,41133.1175,103985.0,1,1,1,7624800.0,1,0,1,5706.0,0,324.0,,1,1,1,1,1,2019,3,1,1,1,0,0.007876864669934147,0.1387203389093958,1,0
Volvo AB,VOLV,2021,Large,Industrial Goods and Services,Sweden,1,35442.39193,82520.0,1,1,1,8722800.0,1,0,0,4628.0,0,449.0,286000.0,1,1,1,1,1,2019,3,1,1,1,1,0.012668445202197166,0.13057809442264695,1,0
NCC AB,NCC,2019,Large,Industrial Goods and Services,Sweden,1,5545.03904,15273.0,1,1,1,,1,0,1,,0,216.0,,1,1,0,0,1,2019,4,0,0,1,0,0.03895373836718741,,1,0
NCC AB,NCC,2020,Large,Industrial Goods and Services,Sweden,1,5134.450581,14379.0,1,1,1,4003246.8,1,0,1,,0,185.0,,0,1,0,0,0,2019,4,1,0,1,0,0.03603111902266452,,1,0
NCC AB,NCC,2021,Large,Industrial Goods and Services,Sweden,1,5086.078842,12984.0,1,1,1,4116553.2,1,0,1,,0,185.0,,1,1,0,0,1,2019,4,1,0,1,0,0.03637379713273426,,1,0
NCC AB,NCC,2022,Large,Industrial Goods and Services,Sweden,0,5098.792755,12213.0,1,1,1,3296808.0,0,0,1,,0,135.0,8109.0,0,1,0,1,1,2019,4,1,0,1,1,0.026476855696402977,,1,0
Elanders AB,ELAN,2019,Mid,Industrial Goods and Services,Sweden,1,1071.61493,6696.0,1,1,1,,0,0,1,,0,,,1,1,0,0,0,2019,4,0,0,0,0,,,1,0
Elanders AB,ELAN,2020,Mid,Industrial Goods and Services,Sweden,1,1052.190059,6253.0,1,1,1,,1,0,0,,0,,,0,1,0,0,1,2019,4,0,0,0,0,,,1,0
Elanders AB,ELAN,2021,Mid,Industrial Goods and Services,Sweden,1,1117.22529,7015.0,1,0,1,,1,0,0,,0,,,0,1,0,0,0,2019,4,0,0,0,0,,,1,0
Elanders AB,ELAN,2022,Mid,Industrial Goods and Services,Sweden,0,1425.823653,6962.0,1,1,1,331048.8,1,0,0,,0,38.0,,0,1,0,0,0,2019,4,1,0,1,0,0.02665126218101812,,1,0
Skandinaviska Enskilda Banken AB,SEB,2021,Large,Finance,Sweden,1,5200.342792,16332.0,1,1,1,259498.8,0,0,0,89.307,0,2.853,6.536,1,1,0,1,1,2019,4,1,1,1,1,0.0005486176804323249,0.017173290987160753,1,0
Skandinaviska Enskilda Banken AB,SEB,2022,Large,Finance,Sweden,0,6076.348302,17714.0,1,1,1,242327.52,1,1,1,93.553,1,1.56,9.539,1,1,0,0,1,2019,4,1,1,1,1,0.00025673314340564276,0.015396253695530831,1,0
RaySearch Laboratories AB,RAY,2019,Mid,Health Care,Sweden,0,70.84362671,322.0,1,0,1,,0,0,0,,0,,,1,1,0,0,0,2019,4,0,0,0,0,,,0,1
RaySearch Laboratories AB,RAY,2020,Mid,Health Care,Sweden,0,62.0453247,379.0,0,1,1,,0,0,1,,0,,,0,1,1,0,0,2019,4,0,0,0,0,,,0,1
RaySearch Laboratories AB,RAY,2021,Mid,Health Care,Sweden,0,61.10007618,401.0,0,1,0,,0,0,0,,0,,,0,1,0,1,0,2019,4,0,0,0,0,,,0,1
RaySearch Laboratories AB,RAY,2022,Mid,Health Care,Sweden,0,79.36347408,382.0,1,1,0,,0,0,0,,0,,,1,1,0,0,1,2019,4,0,0,0,0,,,0,1
Skandinaviska Enskilda Banken AB,SEB,2019,Large,Finance,Sweden,1,4773.75738,15819.0,1,1,1,242359.2,0,1,1,166.249,0,2.195,20.33,1,1,0,0,1,2019,4,1,1,1,1,0.00045980552115951895,0.03482560732904277,1,0
Skandinaviska Enskilda Banken AB,SEB,2020,Large,Finance,Sweden,1,4734.050657,16193.0,1,1,1,232938.0,1,1,0,127.25565,0,1.62,8.114,1,1,0,1,1,2019,4,1,1,1,1,0.00034220166140482434,0.02688092274885854,1,0
Securitas AB,SECU,2019,Large,Industrial Goods and Services,Sweden,1,10559.79813,370000.0,1,1,0,,0,0,0,,0,163.941,53.356,1,1,0,0,1,2019,4,0,0,1,1,0.015525012692643208,,1,0
Securitas AB,SECU,2020,Large,Industrial Goods and Services,Sweden,1,10283.08894,292877.0,1,1,1,,0,0,0,,0,150.9,57.274,1,1,0,1,0,2019,4,0,0,1,1,0.014674578901386027,,1,0
Securitas AB,SECU,2021,Large,Industrial Goods and Services,Sweden,1,10255.18949,342839.0,1,0,1,,0,0,0,,0,138.765,63.133,0,1,0,0,0,2019,4,0,0,1,1,0.013531198047126478,,1,0
Securitas AB,SECU,2022,Large,Industrial Goods and Services,Sweden,0,12534.55571,307880.0,1,1,1,,0,0,1,,0,153.633,84.317,1,1,0,1,1,2019,4,0,0,1,1,0.01225675672552418,,1,0
Elekta AB,EKTA,2019,Large,Health Care,Sweden,1,1390.306608,4237.0,1,1,1,17884.8,1,0,1,,0,2.808,544.71,0,1,1,1,1,2019,4,1,0,1,1,0.0020196983772086045,,1,0
Elekta AB,EKTA,2020,Large,Health Care,Sweden,1,1310.512283,4299.0,1,1,1,,1,0,1,,0,2.572,418.011,1,1,0,1,1,2019,4,0,0,1,1,0.001962591296063419,,1,0
Elekta AB,EKTA,2021,Large,Health Care,Sweden,1,1310.512283,4190.0,1,1,1,,0,1,1,,0,2.176,925.482,1,1,1,1,1,2019,4,0,0,1,1,0.001660419385783048,,1,0
Elekta AB,EKTA,2022,Large,Health Care,Sweden,0,1368.634212,4809.0,1,0,1,,1,0,1,,0,10.611,826.756,1,1,1,1,1,2019,4,0,0,1,1,0.007752984622892067,,1,0
Hufvudstaden AB,HUFV,2019,Large,Finance,Sweden,1,188.649781,135.0,1,1,1,157694.4,0,0,1,208.025,0,5.059,,1,1,1,0,1,2019,4,1,1,1,0,0.02681688774396192,1.1027046991377107,0,1
Hufvudstaden AB,HUFV,2020,Large,Finance,Sweden,1,175.1666349,128.0,1,1,1,133448.4,1,0,1,196.614,0,3.585,,0,1,1,0,1,2019,4,1,1,1,0,0.02046622635667245,1.1224397849067775,0,1
Hufvudstaden AB,HUFV,2021,Large,Finance,Sweden,1,236.8977338,409.0,1,1,1,147751.2,0,0,1,187.795,0,0.789,3.092,1,1,0,1,1,2019,4,1,1,1,1,0.0033305510666729733,0.7927260298679987,0,1
Hufvudstaden AB,HUFV,2022,Large,Finance,Sweden,0,258.5427922,213.0,1,1,1,139687.2,1,1,1,185.657,0,3.118,3.663,1,1,1,1,1,2019,4,1,1,1,1,0.01205989915042002,0.7180900245572578,0,1
SSAB AB,SSAB,2019,Large,Basic Materials,Sweden,0,7282.898496,14514.0,1,1,1,32605200.0,1,1,1,379000.0,1,10755.0,,1,1,1,1,1,2019,4,1,1,1,0,1.4767472052379955,52.03972020317994,1,0
SSAB AB,SSAB,2020,Large,Basic Materials,Sweden,1,6227.00438,14506.0,1,1,1,32698800.0,0,1,1,379000.0,1,9989.0,,1,1,1,1,1,2019,4,1,1,1,0,1.6041421188144402,60.863936633363984,1,0
SSAB AB,SSAB,2021,Large,Basic Materials,Sweden,1,9130.737002,14224.0,1,1,1,33825600.0,0,1,0,403000.0,1,11634.0,,1,1,1,1,1,2019,4,1,1,1,0,1.2741578250968881,44.13663430583169,1,0
SSAB AB,SSAB,2022,Large,Basic Materials,Sweden,0,12111.9612,14921.0,1,1,1,28317600.0,0,1,1,388000.0,1,11007.0,,1,1,1,1,1,2019,4,1,1,1,0,0.9087710749932059,32.03444872330007,1,0
"SCA, Svenska Cellulosa AB",SCA,2022,Large,Consumer Goods and Services,Sweden,0,1956.161806,3313.0,1,1,1,5871600.0,1,1,1,121000.0,1,302.0,433.0,0,1,0,0,1,2019,4,1,1,1,1,0.15438395692712956,61.8558238019294,1,0
"SCA, Svenska Cellulosa AB",SCA,2019,Large,Consumer Goods and Services,Sweden,0,1865.454199,4118.0,1,1,1,44819800.0,0,1,1,145000.0,1,340.0,570.0,1,1,1,1,1,2019,4,1,1,1,1,0.18226124242678338,77.72905927024586,1,0
"SCA, Svenska Cellulosa AB",SCA,2021,Large,Consumer Goods and Services,Sweden,1,1792.230051,3362.0,1,1,1,6271200.0,1,1,1,123000.0,1,280.0,720.0,0,1,1,1,1,2019,4,1,1,1,1,0.15622994371942936,68.62958241960646,1,0
Catella AB,CAT,2019,Mid,Finance,Sweden,0,224.0525614,582.0,1,0,1,,0,0,0,,0,,,1,1,1,1,1,2019,4,0,0,0,0,,,0,1
Catella AB,CAT,2020,Mid,Finance,Sweden,1,220.1485431,558.0,1,0,0,,0,0,0,,0,,,1,1,0,0,1,2019,4,0,0,0,0,,,0,1
Catella AB,CAT,2021,Mid,Finance,Sweden,1,171.9672443,454.0,1,0,0,2007.36,0,0,0,650.0,0,0.0411,0.0875,0,1,1,1,1,2019,4,1,1,1,1,0.00023899900337008537,3.779789591011083,0,1
Catella AB,CAT,2022,Mid,Finance,Sweden,0,187.7779685,459.0,1,1,1,4501.08,1,0,1,1270.0,0,0.2158,0.277,0,1,0,0,1,2019,4,1,1,1,1,0.0011492296019807032,6.763306740108865,0,1
Industrivärden AB,INDU,2019,Large,Finance,Sweden,1,2841.07789,15.0,1,1,1,,0,0,0,,0,35.0,0.027,1,1,0,0,0,2019,4,0,0,1,1,0.012319268022602506,,0,1
Industrivärden AB,INDU,2020,Large,Finance,Sweden,1,825.080937,10.0,1,1,1,,0,0,0,,0,,0.011,0,0,0,0,0,2019,4,0,0,0,1,,,0,0
Industrivärden AB,INDU,2021,Large,Finance,Sweden,1,2557.608075,9.0,1,1,1,,0,0,0,,0,0.024,0.01,1,1,0,0,1,2019,4,0,0,1,1,9.383767683013748e-06,,0,0
Industrivärden AB,INDU,2022,Large,Finance,Sweden,0,,3.0,1,1,1,,0,0,1,,0,0.026,0.011,1,1,0,0,0,2019,4,0,0,1,1,,,0,0
Ratos AB,RATO,2019,Large,Finance,Sweden,0,2386.30737,8527.0,1,1,1,,0,0,0,,0,,0.153,0,1,0,0,0,2019,4,0,0,0,1,,,1,0
Atrium Ljungberg AB,ATRLJ,2019,Large,Finance,Sweden,1,265.524,339.0,1,1,1,882000.0,0,0,1,382.581,0,9.135,,1,1,1,1,1,2019,4,1,1,1,0,0.034403669724770644,1.4408528042662812,0,1
Atrium Ljungberg AB,ATRLJ,2020,Large,Finance,Sweden,1,270.3294611,328.0,1,1,1,757537.2,0,0,1,482.328,0,4.874,6.625,1,1,1,1,0,2019,4,1,1,1,1,0.01802985135311247,1.7842228443668509,0,1
Atrium Ljungberg AB,ATRLJ,2021,Large,Finance,Sweden,1,293.6583508,221.0,1,1,1,712800.0,0,0,1,465.843,0,3.652,7.804,1,1,1,1,1,2019,4,1,1,1,1,0.012436220492456707,1.586343445473031,0,1
Atrium Ljungberg AB,ATRLJ,2022,Large,Finance,Sweden,0,294.9318294,316.0,1,1,1,691200.0,0,0,1,481.492,0,3.129,9.89,1,1,0,1,1,2019,4,1,1,1,1,0.010609231314116006,1.6325535327249423,0,1
Gunnebo AB,GUNN,2019,Mid,Industrial Goods and Services,Sweden,1,519.8057513,4256.0,1,1,1,,0,0,0,,0,,,1,1,1,0,1,2019,1,0,0,0,0,,,1,0
Bure Equity AB,BURE,2019,Large,Finance,Sweden,1,36.04,226.0,1,0,0,,0,0,0,,0,,,1,1,1,1,1,2019,4,0,0,0,0,,,0,1
Bure Equity AB,BURE,2020,Large,Finance,Sweden,1,26.54,221.0,1,0,1,72.3132,1,0,0,,0,,,0,0,0,0,1,2019,4,1,0,0,0,,,0,1
Bure Equity AB,BURE,2021,Large,Finance,Sweden,1,19.17,7.0,1,0,1,,1,0,0,,0,,,1,1,0,0,1,2019,4,0,0,0,0,,,0,0
Bure Equity AB,BURE,2022,Large,Finance,Sweden,0,19.39,9.0,1,0,1,75.95999994,0,0,0,,0,0.0002,7.346,1,0,0,0,0,2019,4,1,0,1,1,1.031459515214028e-05,,0,0
Getinge AB,GETI,2019,Large,Health Care,Sweden,0,2528.946867,10684.0,1,1,1,330926.4,1,0,1,,0,24.042,,0,1,0,1,1,2019,4,1,0,1,0,0.009506724049335277,,1,0
Getinge AB,GETI,2020,Large,Health Care,Sweden,1,2839.363931,10473.0,1,1,1,497779.2,1,0,0,197.689,0,17.272,3.104,0,1,0,0,1,2019,4,1,1,1,1,0.006083052549701491,0.06962439645078382,1,0
Getinge AB,GETI,2021,Large,Health Care,Sweden,1,2575.604647,10707.0,1,1,1,335397.6,1,0,1,202.505,0,14.78,1.502,1,1,0,0,1,2019,4,1,1,1,1,0.00573845835276597,0.07862425634146636,1,0
Getinge AB,GETI,2022,Large,Health Care,Sweden,0,2661.630404,11000.0,1,1,1,282743.9998,1,0,1,,0,25.859,,1,1,0,0,1,2019,4,1,0,1,0,0.009715473628922373,,1,0
Meda AB,MEDA,2022,Large,Health Care,Sweden,0,,,0,0,0,,0,0,0,,0,,,0,0,0,0,0,2022,1,0,0,0,0,,,0,0
Swedbank AB,SWED,2019,Large,Finance,Sweden,1,4376.309274,15218.0,1,1,1,335113.2,0,1,1,106.526,0,7.0,17.927,1,1,1,0,1,2019,4,1,1,1,1,0.0015995213230444096,0.024341515494089826,1,0
Swedbank AB,SWED,2020,Large,Finance,Sweden,1,4349.266806,17213.0,1,1,1,342216.0,1,1,1,19.955,0,6.54094,,1,1,1,0,1,2019,4,1,1,1,0,0.0015039178536889236,0.004588129652674152,1,0
Swedbank AB,SWED,2021,Large,Finance,Sweden,1,4464.863835,16198.0,1,1,1,285523.2,1,0,1,64.852,0,15.271,3.948,1,1,1,0,1,2019,4,1,1,1,1,0.003420261079473659,0.014524967030713492,1,0
Swedbank AB,SWED,2022,Large,Finance,Sweden,0,5006.67921,16118.0,1,1,1,289998.0,1,0,1,120.885,0,14.621,8.872,1,1,0,1,1,2019,4,1,1,1,1,0.002920298942020693,0.024144746433634602,1,0
Medivir AB,MVIR,2020,Mid,Health Care,Sweden,0,1.328127976,4.0,1,0,1,,0,0,0,,0,,,0,0,0,0,0,2020,1,0,0,0,0,,,0,0
Swedish Match AB,SWMA,2019,Large,Consumer Goods and Services,Sweden,0,1427.146675,6704.0,1,1,1,637509.5995,0,0,1,,0,31.593,166.055,0,1,1,1,1,2019,3,1,0,1,1,0.02213717801640816,,1,0
Net Insight AB,NETI,2019,Mid,Other,Sweden,1,42.71567321,183.0,1,0,1,,0,0,0,,0,,,1,0,0,0,0,2019,4,0,0,0,0,,,0,1
Net Insight AB,NETI,2020,Mid,Other,Sweden,0,43.00133308,191.0,1,1,1,,0,0,1,,0,,,1,1,0,0,1,2019,4,0,0,0,0,,,0,1
Net Insight AB,NETI,2021,Mid,Other,Sweden,0,36.24900019,123.0,0,0,1,,0,0,0,,0,,,1,0,0,0,1,2019,4,0,0,0,0,,,0,1
Net Insight AB,NETI,2022,Mid,Other,Sweden,0,44.69604852,118.0,1,1,1,,0,0,1,,0,,,1,1,0,0,1,2019,4,0,0,0,0,,,0,1
ContextVision,CONTX,2019,Mid,Technology,Sweden,0,9.075604647,43.0,0,0,0,,0,0,0,,0,,,0,0,0,0,0,2019,3,0,0,0,0,,,0,1
Mycronic AB,MYCR,2019,Large,Technology,Sweden,0,410.1123596,1450.0,1,1,1,33469.2,1,1,1,,0,1.956,95.967,0,1,1,0,1,2019,4,1,0,1,1,0.0047694246569593025,,1,0
Mycronic AB,MYCR,2020,Large,Technology,Sweden,1,359.9885736,1158.0,1,0,1,428400.0,1,1,1,,0,2.193,70.8,0,1,1,1,0,2019,4,1,0,1,1,0.0060918600223037744,,1,0
Mycronic AB,MYCR,2021,Large,Technology,Sweden,1,441.3445058,1674.0,1,1,1,38433.6,1,1,1,13.093,0,3.12,131.933,0,1,1,0,1,2019,4,1,1,1,1,0.007069307443500524,0.029666167422356525,1,0
Mycronic AB,MYCR,2022,Large,Technology,Sweden,0,481.5808722,1976.0,1,1,1,37029.6,0,0,1,21.431,0,3.102,120.265,1,1,1,1,1,2019,4,1,1,1,1,0.006441285730118747,0.044501352186387774,1,0
Castellum AB,CAST,2019,Large,Finance,Sweden,1,549.84,420.0,1,1,1,1138460.4,1,0,1,995.345,0,37.68,269.908,1,1,0,1,1,2019,4,1,1,1,1,0.06852902662592754,1.8102447984868324,0,1
Castellum AB,CAST,2020,Large,Finance,Sweden,0,571.7006285,396.0,1,1,1,1005908.4,0,0,1,874.785,0,18.412,290.175,1,1,0,1,1,2019,4,1,1,1,1,0.03220566688602127,1.5301452480386768,0,1
Castellum AB,CAST,2021,Large,Finance,Sweden,1,604.9323938,416.0,1,1,1,1048791.6,1,0,1,683.54,0,16.74,86.174,1,1,0,1,1,2019,4,1,1,1,1,0.027672513774381374,1.1299444483477088,0,1
Castellum AB,CAST,2022,Large,Finance,Sweden,0,549.2223349,521.0,1,1,1,1641956.4,0,0,1,1205.264,1,31.641,106.355,1,1,0,1,1,2019,4,1,1,1,1,0.05761054856911647,2.1944919632946998,0,1
Autoliv Inc. SDB,ALIV,2019,Large,Consumer Goods and Services,United States,1,7632.142857,58900.0,1,1,1,3409200.0,0,0,1,2110527.0,0,406.402,,0,1,1,1,1,2019,4,1,1,1,0,0.05324874122701448,276.53138044504504,1,0
Autoliv Inc. SDB,ALIV,2020,Large,Consumer Goods and Services,United States,1,6649.107143,60988.0,1,1,1,3153600.0,0,1,1,2181.128,0,381.641,,0,1,1,0,1,2019,4,1,1,1,0,0.057397330467411904,0.32803321605311064,1,0
Autoliv Inc. SDB,ALIV,2021,Large,Consumer Goods and Services,United States,1,7348.214286,55878.0,1,1,1,3362400.0,0,0,0,2320.0,0,393.0,3150.0,0,1,1,1,1,2019,4,1,1,1,1,0.05348238152890469,0.315722964750786,1,0
Autoliv Inc. SDB,ALIV,2022,Large,Consumer Goods and Services,United States,0,8396.573529,61689.0,1,1,1,3556797.155,0,0,0,2360.0,0,378.0,3700.0,0,1,1,1,1,2019,4,1,1,1,1,0.045018363585392004,0.2810670319087966,1,0
